"DATE_BLOCK_NUM","MES","ITEM_ID","SUM_PRICE","SUM_COUNT","TOTAL"
7,01/08/13,17480,"6433","33","212289"
7,01/08/13,15669,"98","1","98"
7,01/08/13,19860,"4402.09","31","136464.79"
7,01/08/13,20648,"34771","30","1043130"
7,01/08/13,3379,"6279","21","131859"
7,01/08/13,21735,"369","3","1107"
7,01/08/13,20146,"93.16","23","2142.68"
7,01/08/13,14672,"4090","21","85890"
7,01/08/13,6480,"29134.52","62","1806340.24"
7,01/08/13,6500,"11883","17","202011"
7,01/08/13,7738,"13512","77","1040424"
7,01/08/13,7485,"26325.18","61","1605835.98"
7,01/08/13,7480,"11795","29","342055"
7,01/08/13,19331,"2450","8","19600"
7,01/08/13,2256,"881","6","5286"
7,01/08/13,18818,"596","4","2384"
7,01/08/13,18824,"349","1","349"
7,01/08/13,16883,"597","3","1791"
6,01/07/13,6862,"999","1","999"
7,01/08/13,6975,"699","1","699"
7,01/08/13,13736,"22162.37","36","797845.32"
7,01/08/13,4266,"8216","21","172536"
7,01/08/13,2586,"18031","19","342589"
7,01/08/13,18399,"232","4","928"
7,01/08/13,18862,"1793.09","6","10758.54"
7,01/08/13,18996,"299","1","299"
7,01/08/13,2916,"95229.05","33","3142558.65"
7,01/08/13,1921,"24212","106","2566472"
7,01/08/13,8234,"5165.52","19","98144.88"
7,01/08/13,1985,"16191","9","145719"
7,01/08/13,2585,"5995","5","29975"
7,01/08/13,8828,"5382","18","96876"
7,01/08/13,10679,"5100","6","30600"
7,01/08/13,10469,"4788","12","57456"
7,01/08/13,14428,"4400.54","30","132016.2"
7,01/08/13,14596,"5933","16","94928"
7,01/08/13,14449,"3625.27","27","97882.29"
7,01/08/13,16023,"32525.05","14","455350.7"
7,01/08/13,14654,"7562","39","294918"
7,01/08/13,14130,"798","2","1596"
7,01/08/13,226,"747","3","2241"
7,01/08/13,16062,"3598","2","7196"
7,01/08/13,20391,"13993","7","97951"
7,01/08/13,14041,"2202","16","35232"
7,01/08/13,18584,"1592","8","12736"
7,01/08/13,13874,"447","3","1341"
7,01/08/13,13046,"3789.54","27","102317.58"
7,01/08/13,19595,"2461","17","41837"
7,01/08/13,2189,"796","4","3184"
6,01/07/13,14625,"398","2","796"
7,01/08/13,1275,"498","2","996"
7,01/08/13,12916,"2495","5","12475"
7,01/08/13,12190,"4957.6","16","79321.6"
7,01/08/13,12485,"2388","12","28656"
7,01/08/13,19899,"298","2","596"
7,01/08/13,20208,"897","3","2691"
6,01/07/13,4504,"299","1","299"
7,01/08/13,9509,"1592","8","12736"
7,01/08/13,3380,"3749","13","48737"
6,01/07/13,17472,"298","1","298"
7,01/08/13,2959,"13485","15","202275"
7,01/08/13,8849,"5082.09","17","86395.53"
7,01/08/13,7156,"2093","7","14651"
7,01/08/13,6589,"8634","16","138144"
7,01/08/13,9953,"1098","2","2196"
7,01/08/13,14247,"6180.05","32","197761.6"
7,01/08/13,18672,"5082.09","18","91477.62"
7,01/08/13,6597,"6039","11","66429"
7,01/08/13,17839,"745","6","4470"
7,01/08/13,12323,"597","3","1791"
6,01/07/13,20297,"499","1","499"
7,01/08/13,11136,"1043","7","7301"
7,01/08/13,11152,"2988","6","17928"
7,01/08/13,17392,"596","4","2384"
7,01/08/13,15540,"298","2","596"
7,01/08/13,690,"199","1","199"
7,01/08/13,14527,"2691","9","24219"
7,01/08/13,43,"196","2","392"
7,01/08/13,59,"2959","13","38467"
6,01/07/13,8194,"699","1","699"
7,01/08/13,14891,"1099","1","1099"
7,01/08/13,3470,"3123","9","28107"
7,01/08/13,12542,"1267","9","11403"
7,01/08/13,7304,"2595","9","23355"
7,01/08/13,4531,"2915.05","10","29150.5"
7,01/08/13,10624,"3300","6","19800"
7,01/08/13,15106,"16983","18","305694"
7,01/08/13,11982,"758.09","9","6822.81"
7,01/08/13,2184,"1495","5","7475"
7,01/08/13,2715,"2300.96","5","11504.8"
7,01/08/13,8098,"447","3","1341"
7,01/08/13,18649,"961","7","6727"
7,01/08/13,19368,"116","2","232"
7,01/08/13,6508,"5862","10","58620"
7,01/08/13,9717,"148","1","148"
7,01/08/13,12744,"897","3","2691"
7,01/08/13,15753,"58","1","58"
7,01/08/13,17211,"1197","3","3591"
7,01/08/13,565,"596","4","2384"
7,01/08/13,1520,"1199","1","1199"
7,01/08/13,6650,"2484.04","10","24840.4"
7,01/08/13,4430,"1596","4","6384"
7,01/08/13,2007,"30","2","60"
7,01/08/13,2387,"99","1","99"
7,01/08/13,21930,"1194","6","7164"
7,01/08/13,7743,"399","1","399"
7,01/08/13,7110,"32","1","32"
7,01/08/13,19259,"747","3","2241"
7,01/08/13,19153,"3583","12","42996"
7,01/08/13,8645,"447","3","1341"
7,01/08/13,7426,"1396","4","5584"
7,01/08/13,20963,"598","2","1196"
7,01/08/13,16720,"564","6","3384"
7,01/08/13,17447,"28","1","28"
7,01/08/13,2587,"1298","2","2596"
7,01/08/13,5446,"1495","5","7475"
7,01/08/13,3690,"5394","6","32364"
8,01/09/13,20949,"5294.21","7945","42062498.45"
8,01/09/13,19141,"1269","9","11421"
8,01/09/13,19149,"5836","15","87540"
8,01/09/13,18818,"298","2","596"
8,01/09/13,4886,"105991.04","133","14096808.32"
8,01/09/13,4889,"13545","23","311535"
7,01/08/13,11653,"447","3","1341"
8,01/09/13,3739,"20186","79","1594694"
7,01/08/13,9170,"498","2","996"
7,01/08/13,20503,"1199","1","1199"
8,01/09/13,7123,"11037","13","143481"
8,01/09/13,6501,"74029.91","195","14435832.45"
7,01/08/13,12879,"149","1","149"
7,01/08/13,18068,"2994","3","8982"
8,01/09/13,7405,"2443","7","17101"
8,01/09/13,22092,"3135","47","147345"
7,01/08/13,13370,"5382","20","107640"
8,01/09/13,34,"1195","9","10755"
8,01/09/13,1470,"55501","84","4662084"
8,01/09/13,5625,"212122","84","17818248"
8,01/09/13,6077,"4559.4","8","36475.2"
8,01/09/13,5574,"21241","44","934604"
7,01/08/13,14474,"498","2","996"
7,01/08/13,19579,"798","2","1596"
8,01/09/13,19599,"1198","2","2396"
8,01/09/13,19912,"628","2","1256"
8,01/09/13,19266,"6121","67","410107"
8,01/09/13,18259,"1890","10","18900"
8,01/09/13,18855,"1194","6","7164"
8,01/09/13,6361,"698","2","1396"
8,01/09/13,21408,"1990","10","19900"
8,01/09/13,7341,"6563.05","22","144387.1"
7,01/08/13,17200,"1198","2","2396"
7,01/08/13,17051,"1393","7","9751"
7,01/08/13,12282,"113","2","226"
7,01/08/13,11868,"55.09","10","550.9"
8,01/09/13,11105,"499","1","499"
8,01/09/13,12229,"1794","6","10764"
7,01/08/13,17808,"596","4","2384"
8,01/09/13,5624,"61870","23","1423010"
8,01/09/13,8668,"376","3","1128"
8,01/09/13,6583,"3843","7","26901"
7,01/08/13,5866,"3013","2","6026"
7,01/08/13,5627,"5954","3","17862"
7,01/08/13,4832,"4653","5","23265"
8,01/09/13,8644,"12449","43","535307"
8,01/09/13,15657,"3383","17","57511"
8,01/09/13,8093,"58317","43","2507631"
8,01/09/13,3630,"39980","20","799600"
8,01/09/13,1201,"10704","37","396048"
8,01/09/13,17216,"6381","18","114858"
8,01/09/13,21636,"2820","20","56400"
7,01/08/13,8996,"98","1","98"
7,01/08/13,10577,"58","1","58"
7,01/08/13,11437,"508","3","1524"
7,01/08/13,18694,"298.09","1","298.09"
8,01/09/13,10679,"4790","6","28740"
8,01/09/13,15703,"2612","18","47016"
7,01/08/13,21709,"2198","2","4396"
7,01/08/13,18350,"597","3","1791"
7,01/08/13,6578,"2745","5","13725"
7,01/08/13,1666,"1798","2","3596"
7,01/08/13,9174,"598","2","1196"
7,01/08/13,2504,"1196","4","4784"
7,01/08/13,18589,"1799.09","4","7196.36"
7,01/08/13,19519,"498","2","996"
7,01/08/13,5853,"1439.02","1","1439.02"
7,01/08/13,9172,"1396","4","5584"
7,01/08/13,9523,"58","1","58"
7,01/08/13,8577,"2247","3","6741"
7,01/08/13,20852,"498","1","498"
7,01/08/13,9750,"1497","3","4491"
7,01/08/13,9487,"298","2","596"
7,01/08/13,3873,"7194","3","21582"
7,01/08/13,8331,"598","2","1196"
7,01/08/13,10253,"1196","4","4784"
7,01/08/13,13006,"698","2","1396"
7,01/08/13,4975,"1399","1","1399"
8,01/09/13,12455,"17019","32","544608"
8,01/09/13,13872,"1996","4","7984"
8,01/09/13,1720,"598","2","1196"
8,01/09/13,12737,"299","1","299"
8,01/09/13,2586,"11388","12","136656"
8,01/09/13,3811,"598","2","1196"
8,01/09/13,3267,"3887","13","50531"
8,01/09/13,3224,"15343","27","414261"
8,01/09/13,1357,"1015","1","1015"
8,01/09/13,12349,"392","4","1568"
8,01/09/13,14242,"745","5","3725"
8,01/09/13,4569,"148","1","148"
8,01/09/13,4581,"2697","3","8091"
8,01/09/13,13944,"3237","13","42081"
8,01/09/13,10957,"24769","32","792608"
8,01/09/13,18186,"10799","38","410362"
8,01/09/13,2122,"2697","3","8091"
8,01/09/13,11452,"1043","7","7301"
8,01/09/13,11130,"2495","5","12475"
8,01/09/13,11123,"196","2","392"
8,01/09/13,3705,"43471","30","1304130"
8,01/09/13,16823,"960","4","3840"
7,01/08/13,17080,"98","1","98"
8,01/09/13,8513,"996","4","3984"
8,01/09/13,11809,"1663.02","9","14967.18"
8,01/09/13,17865,"4908","26","127608"
8,01/09/13,1657,"1245","5","6225"
8,01/09/13,18486,"6349","24","152376"
8,01/09/13,6280,"2691","9","24219"
8,01/09/13,16111,"19586","15","293790"
8,01/09/13,15463,"5722","11","62942"
8,01/09/13,15377,"5443","8","43544"
8,01/09/13,14432,"4108","29","119132"
8,01/09/13,4822,"5515.25","5","27576.25"
8,01/09/13,10930,"3294","17","55998"
8,01/09/13,6838,"3596","4","14384"
8,01/09/13,20595,"9996","2","19992"
8,01/09/13,18165,"5858","11","64438"
8,01/09/13,18461,"299","1","299"
8,01/09/13,16241,"3195","5","15975"
8,01/09/13,16234,"9975","26","259350"
8,01/09/13,18849,"6180","24","148320"
8,01/09/13,21510,"1050","21","22050"
8,01/09/13,21412,"349","1","349"
8,01/09/13,20072,"4392","8","35136"
8,01/09/13,18141,"897","3","2691"
8,01/09/13,20425,"4995","3","14985"
8,01/09/13,14247,"3891","21","81711"
8,01/09/13,14080,"199","1","199"
8,01/09/13,5147,"1698","2","3396"
8,01/09/13,5190,"1197","3","3591"
8,01/09/13,15312,"2282","6","13692"
8,01/09/13,14767,"348","6","2088"
8,01/09/13,11679,"1295","5","6475"
8,01/09/13,2137,"1099","1","1099"
8,01/09/13,15199,"4491","9","40419"
8,01/09/13,5460,"6243","7","43701"
8,01/09/13,8773,"399","1","399"
8,01/09/13,9168,"174","3","522"
8,01/09/13,13883,"1791","9","16119"
8,01/09/13,12991,"1188","6","7128"
8,01/09/13,16245,"8988","12","107856"
8,01/09/13,3394,"6396","4","25584"
7,01/08/13,18141,"1495","5","7475"
8,01/09/13,8542,"296","2","592"
8,01/09/13,18491,"1990","10","19900"
8,01/09/13,14445,"1199","9","10791"
8,01/09/13,10394,"894","6","5364"
7,01/08/13,16538,"747","3","2241"
8,01/09/13,4309,"1498","2","2996"
8,01/09/13,19407,"25987","13","337831"
7,01/08/13,19336,"1400","4","5600"
8,01/09/13,2913,"8386","14","117404"
8,01/09/13,11126,"1259","9","11331"
8,01/09/13,4705,"598","2","1196"
7,01/08/13,17455,"149","1","149"
8,01/09/13,7290,"2277","6","13662"
7,01/08/13,18777,"849","2","1698"
7,01/08/13,11596,"298","1","298"
7,01/08/13,20193,"480","2","960"
7,01/08/13,6822,"899","1","899"
8,01/09/13,3996,"2196","4","8784"
8,01/09/13,9260,"50","4","200"
7,01/08/13,5297,"118.68","1","118.68"
8,01/09/13,10853,"894","6","5364"
8,01/09/13,18328,"796","4","3184"
8,01/09/13,8277,"196","2","392"
8,01/09/13,8341,"596","4","2384"
8,01/09/13,5092,"3143","7","22001"
8,01/09/13,12346,"2644","7","18508"
8,01/09/13,5983,"2914","8","23312"
8,01/09/13,12632,"298","2","596"
8,01/09/13,2219,"36550","5","182750"
8,01/09/13,4074,"598","2","1196"
8,01/09/13,4883,"1199","1","1199"
8,01/09/13,1227,"1495","5","7475"
8,01/09/13,7011,"2392","8","19136"
8,01/09/13,16022,"4797","3","14391"
8,01/09/13,5874,"2299","1","2299"
8,01/09/13,6240,"1369","5","6845"
8,01/09/13,3685,"449","1","449"
8,01/09/13,5462,"849","1","849"
8,01/09/13,11783,"1498","2","2996"
8,01/09/13,11204,"1043","7","7301"
8,01/09/13,16929,"174","3","522"
8,01/09/13,11176,"399","1","399"
8,01/09/13,20524,"4556","4","18224"
8,01/09/13,11214,"373","3","1119"
8,01/09/13,17213,"1043","7","7301"
8,01/09/13,15649,"1639","11","18029"
8,01/09/13,11607,"1495","5","7475"
8,01/09/13,6597,"4941","9","44469"
8,01/09/13,15123,"1530","9","13770"
8,01/09/13,9316,"1197","3","3591"
8,01/09/13,9812,"497","3","1491"
8,01/09/13,8903,"490","5","2450"
8,01/09/13,10146,"4199","1","4199"
8,01/09/13,14312,"1603.05","9","14427.45"
8,01/09/13,14775,"894","6","5364"
7,01/08/13,6705,"1249.05","1","1249.05"
7,01/08/13,16385,"248","1","248"
8,01/09/13,10739,"149","1","149"
8,01/09/13,19756,"149","1","149"
8,01/09/13,12578,"298","2","596"
7,01/08/13,16335,"498","1","498"
8,01/09/13,12584,"294","3","882"
8,01/09/13,5809,"1196","4","4784"
7,01/08/13,7120,"302.01","1","302.01"
9,01/10/13,20364,"14388","12","172656"
9,01/10/13,21417,"299","1","299"
9,01/10/13,7701,"447","3","1341"
9,01/10/13,2461,"2653","7","18571"
9,01/10/13,8769,"1043","7","7301"
9,01/10/13,8766,"6933","50","346650"
9,01/10/13,8773,"798","0","0"
9,01/10/13,10185,"897","3","2691"
8,01/09/13,18469,"598","2","1196"
9,01/10/13,21556,"199","1","199"
9,01/10/13,1007,"41636.17","75","3122712.75"
9,01/10/13,1409,"1399","1","1399"
9,01/10/13,12149,"299","1","299"
9,01/10/13,9672,"596","2","1192"
8,01/09/13,11347,"897","3","2691"
9,01/10/13,7653,"6703","17","113951"
9,01/10/13,7947,"139368.94","16","2229903.04"
9,01/10/13,15255,"34348.83","33","1133511.39"
9,01/10/13,2417,"9074","27","244998"
9,01/10/13,10356,"4999","1","4999"
9,01/10/13,10958,"9499.04","75","712428"
9,01/10/13,8684,"12063","64","772032"
9,01/10/13,18882,"4920","35","172200"
9,01/10/13,18315,"1919","7","13433"
9,01/10/13,18294,"4370","17","74290"
9,01/10/13,1523,"22372","28","626416"
9,01/10/13,2244,"21103","75","1582725"
8,01/09/13,13601,"840","8","6720"
8,01/09/13,1746,"1449","1","1449"
9,01/10/13,9709,"296","2","592"
8,01/09/13,18416,"597","3","1791"
9,01/10/13,4500,"2940","30","88200"
9,01/10/13,6138,"36392.95","44","1601289.8"
9,01/10/13,4498,"37485","15","562275"
9,01/10/13,20761,"4396","4","17584"
8,01/09/13,20693,"2398","2","4796"
8,01/09/13,19777,"596","4","2384"
9,01/10/13,8464,"698","2","1396"
9,01/10/13,3320,"59179","51","3018129"
9,01/10/13,15242,"18475.02","32","591200.64"
9,01/10/13,14804,"10992","19","208848"
9,01/10/13,17254,"164332.31","294","48313699.14"
9,01/10/13,18450,"2179.05","11","23969.55"
9,01/10/13,18136,"2985","15","44775"
9,01/10/13,4132,"37184","42","1561728"
8,01/09/13,8729,"2241","14","31374"
8,01/09/13,21801,"498","2","996"
8,01/09/13,21709,"2198","2","4396"
8,01/09/13,21633,"499","1","499"
9,01/10/13,21359,"2990","10","29900"
9,01/10/13,18265,"1592","8","12736"
9,01/10/13,17846,"3397.02","24","81528.48"
9,01/10/13,19019,"1596","4","6384"
8,01/09/13,16854,"3499","1","3499"
9,01/10/13,12796,"6635","27","179145"
9,01/10/13,13490,"27980","2","55960"
9,01/10/13,2957,"6589","11","72479"
9,01/10/13,6084,"168279.07","79","13294046.53"
9,01/10/13,1006,"1596","4","6384"
9,01/10/13,259,"1494","6","8964"
8,01/09/13,14257,"596","4","2384"
9,01/10/13,1408,"12776.53","17","217201.01"
8,01/09/13,19989,"2699","2","5398"
8,01/09/13,21409,"298","2","596"
8,01/09/13,3665,"596","2","1192"
8,01/09/13,4632,"398","2","796"
8,01/09/13,20246,"897","3","2691"
8,01/09/13,16856,"298","2","596"
8,01/09/13,8363,"398","2","796"
8,01/09/13,11928,"298","2","596"
8,01/09/13,14911,"398","2","796"
8,01/09/13,11897,"1499","1","1499"
8,01/09/13,4443,"299","1","299"
8,01/09/13,8250,"4047","3","12141"
8,01/09/13,3100,"299","1","299"
8,01/09/13,11509,"499","1","499"
8,01/09/13,7906,"8797.05","1","8797.05"
9,01/10/13,15890,"2783","6","16698"
9,01/10/13,3148,"92349.08","55","5079199.4"
9,01/10/13,5051,"7665","26","199290"
9,01/10/13,21321,"1794","6","10764"
8,01/09/13,20103,"298","2","596"
9,01/10/13,4107,"14950","55","822250"
9,01/10/13,16169,"29670","130","3857100"
9,01/10/13,17570,"3125","16","50000"
9,01/10/13,16738,"2235","15","33525"
9,01/10/13,16733,"20694","21","434574"
9,01/10/13,7480,"5224","12","62688"
9,01/10/13,13102,"12046","12","144552"
9,01/10/13,13929,"1996","4","7984"
9,01/10/13,9971,"226","2","452"
9,01/10/13,177,"1000","4","4000"
9,01/10/13,154,"3314","12","39768"
8,01/09/13,15201,"499","1","499"
9,01/10/13,5578,"15386","14","215404"
9,01/10/13,21865,"524","4","2096"
9,01/10/13,15527,"8383","33","276639"
8,01/09/13,17966,"796","4","3184"
8,01/09/13,17345,"199","1","199"
9,01/10/13,16623,"1043","7","7301"
9,01/10/13,4068,"2093","7","14651"
9,01/10/13,6588,"2196","4","8784"
9,01/10/13,6609,"11490","10","114900"
9,01/10/13,7347,"747","3","2241"
9,01/10/13,16416,"3938","27","106326"
9,01/10/13,12173,"998","2","1996"
9,01/10/13,12168,"3024","16","48384"
9,01/10/13,19361,"2997","3","8991"
9,01/10/13,4597,"3778","13","49114"
9,01/10/13,7066,"5349","18","96282"
9,01/10/13,12027,"8935","28","250180"
9,01/10/13,10953,"298","2","596"
9,01/10/13,11950,"2533","17","43061"
8,01/09/13,14748,"298","2","596"
9,01/10/13,9171,"6447.02","19","122493.38"
9,01/10/13,10891,"756","4","3024"
9,01/10/13,11035,"598","2","1196"
9,01/10/13,14810,"2235","15","33525"
9,01/10/13,14911,"597","3","1791"
9,01/10/13,10033,"2587","13","33631"
9,01/10/13,3421,"10484.07","15","157261.05"
8,01/09/13,14864,"56","2","112"
9,01/10/13,5921,"6134","8","49072"
9,01/10/13,12013,"894","6","5364"
8,01/09/13,3361,"249","1","249"
9,01/10/13,3179,"198","1","198"
9,01/10/13,2614,"3588","12","43056"
9,01/10/13,18789,"596","2","1192"
9,01/10/13,16734,"5247","3","15741"
8,01/09/13,2234,"1599.05","1","1599.05"
9,01/10/13,2527,"2676","9","24084"
9,01/10/13,10907,"2159","14","30226"
8,01/09/13,12886,"98","1","98"
8,01/09/13,16609,"149","1","149"
9,01/10/13,21590,"8572","29","248588"
9,01/10/13,14120,"698","2","1396"
9,01/10/13,5054,"3588","12","43056"
9,01/10/13,21571,"1791","9","16119"
9,01/10/13,21749,"298","2","596"
9,01/10/13,22020,"1639","11","18029"
9,01/10/13,11909,"2993","7","20951"
9,01/10/13,12835,"596","4","2384"
9,01/10/13,17279,"3493","7","24451"
9,01/10/13,21526,"1596","4","6384"
9,01/10/13,37,"1267","9","11403"
8,01/09/13,3165,"299","1","299"
8,01/09/13,19886,"398","2","796"
8,01/09/13,9549,"598","2","1196"
8,01/09/13,7178,"499","1","499"
8,01/09/13,7516,"897","3","2691"
8,01/09/13,8235,"596","4","2384"
9,01/10/13,5415,"899","1","899"
9,01/10/13,6026,"1499","1","1499"
9,01/10/13,11237,"1995","5","9975"
9,01/10/13,10947,"1196","4","4784"
9,01/10/13,7533,"1743","7","12201"
9,01/10/13,17875,"549","1","549"
9,01/10/13,21587,"1695","6","10170"
9,01/10/13,11428,"2398","2","4796"
9,01/10/13,9506,"2247","3","6741"
9,01/10/13,13967,"98","1","98"
9,01/10/13,18083,"5196","4","20784"
9,01/10/13,6835,"3192","8","25536"
9,01/10/13,17051,"398","2","796"
9,01/10/13,651,"1639","12","19668"
9,01/10/13,19337,"3150","9","28350"
9,01/10/13,19165,"796","4","3184"
9,01/10/13,2844,"9529.52","11","104824.72"
9,01/10/13,22064,"3371","10","33710"
9,01/10/13,15677,"447","3","1341"
9,01/10/13,16295,"1494","3","4482"
9,01/10/13,5306,"4485","15","67275"
9,01/10/13,18607,"995","5","4975"
9,01/10/13,18399,"174","3","522"
9,01/10/13,5790,"1743","7","12201"
9,01/10/13,8319,"298","2","596"
9,01/10/13,17621,"765","3","2295"
9,01/10/13,13760,"298","2","596"
9,01/10/13,14210,"744","3","2232"
9,01/10/13,14024,"1054","8","8432"
9,01/10/13,3652,"2587","13","33631"
9,01/10/13,17148,"298","2","596"
9,01/10/13,18134,"1047","3","3141"
9,01/10/13,18258,"796","4","3184"
9,01/10/13,10267,"996","4","3984"
9,01/10/13,10601,"1794","6","10764"
9,01/10/13,19317,"1058","4","4232"
9,01/10/13,1054,"1797","3","5391"
9,01/10/13,20247,"499","2","998"
9,01/10/13,20773,"9093","9","81837"
9,01/10/13,8581,"792","4","3168"
9,01/10/13,8325,"597","3","1791"
9,01/10/13,9713,"698","2","1396"
9,01/10/13,17981,"1197","3","3591"
9,01/10/13,3902,"2394","6","14364"
9,01/10/13,15731,"199","1","199"
9,01/10/13,16355,"1880","5","9400"
9,01/10/13,13014,"1599","1","1599"
9,01/10/13,8537,"2094","6","12564"
9,01/10/13,20151,"1698","2","3396"
9,01/10/13,19538,"1196","4","4784"
9,01/10/13,11221,"77","1","77"
9,01/10/13,10764,"93","1","93"
9,01/10/13,3800,"897","3","2691"
9,01/10/13,3950,"7398","2","14796"
9,01/10/13,17189,"731","4","2924"
9,01/10/13,18985,"1098","2","2196"
9,01/10/13,152,"249","1","249"
8,01/09/13,3037,"798","2","1596"
8,01/09/13,4766,"600","2","1200"
9,01/10/13,14354,"522","9","4698"
9,01/10/13,14009,"296","2","592"
9,01/10/13,10492,"2144.02","15","32160.3"
9,01/10/13,11872,"198","2","396"
9,01/10/13,7527,"2691","9","24219"
9,01/10/13,19368,"58","1","58"
8,01/09/13,799,"125","5","625"
8,01/09/13,470,"1380","2","2760"
8,01/09/13,9613,"749","1","749"
9,01/10/13,18468,"498","2","996"
8,01/09/13,9133,"150","3","450"
9,01/10/13,11130,"2470.05","5","12350.25"
9,01/10/13,5026,"299","1","299"
8,01/09/13,5849,"598","2","1196"
8,01/09/13,4783,"598","3","1794"
9,01/10/13,3886,"2693.61","2","5387.22"
9,01/10/13,12872,"298","2","596"
8,01/09/13,5936,"496","2","992"
9,01/10/13,20245,"1794","6","10764"
9,01/10/13,18741,"4812","6","28872"
9,01/10/13,15920,"2898","2","5796"
8,01/09/13,17143,"698","2","1396"
8,01/09/13,752,"376","2","752"
8,01/09/13,753,"376","2","752"
8,01/09/13,5196,"579","1","579"
9,01/10/13,19737,"298","2","596"
9,01/10/13,19174,"3898","2","7796"
9,01/10/13,14556,"1047","3","3141"
9,01/10/13,14137,"897","3","2691"
9,01/10/13,14254,"905","4","3620"
9,01/10/13,7238,"42000","1","42000"
9,01/10/13,8103,"149","1","149"
9,01/10/13,12738,"1499","1","1499"
9,01/10/13,17799,"788","3","2364"
9,01/10/13,12618,"149","1","149"
9,01/10/13,12062,"596","4","2384"
9,01/10/13,12172,"499","1","499"
9,01/10/13,320,"2392","8","19136"
9,01/10/13,19637,"399","1","399"
9,01/10/13,9956,"399","1","399"
9,01/10/13,1357,"1015","1","1015"
9,01/10/13,11504,"298","2","596"
9,01/10/13,20105,"1194","6","7164"
9,01/10/13,10225,"498","2","996"
9,01/10/13,5496,"1998","2","3996"
9,01/10/13,12370,"1043","7","7301"
9,01/10/13,7913,"1799","1","1799"
9,01/10/13,9169,"747","3","2241"
9,01/10/13,6789,"1099","1","1099"
9,01/10/13,21930,"398","2","796"
9,01/10/13,18196,"897","3","2691"
9,01/10/13,11067,"378","2","756"
9,01/10/13,11136,"298","2","596"
9,01/10/13,17294,"149","1","149"
9,01/10/13,2317,"349","1","349"
9,01/10/13,21531,"592","4","2368"
9,01/10/13,5786,"299","1","299"
9,01/10/13,21801,"249","1","249"
9,01/10/13,10040,"98","1","98"
9,01/10/13,10082,"149","1","149"
9,01/10/13,7140,"399","2","798"
9,01/10/13,10558,"149","1","149"
9,01/10/13,20181,"799","1","799"
9,01/10/13,20229,"1499","1","1499"
9,01/10/13,20051,"299","1","299"
9,01/10/13,14564,"58","1","58"
9,01/10/13,10423,"2398","2","4796"
9,01/10/13,11739,"149","1","149"
9,01/10/13,20658,"11985","18","215730"
9,01/10/13,11038,"249","1","249"
9,01/10/13,18194,"598","2","1196"
9,01/10/13,12293,"1192","4","4768"
9,01/10/13,12684,"649","1","649"
9,01/10/13,19981,"499","1","499"
9,01/10/13,17288,"149","1","149"
9,01/10/13,18467,"597","3","1791"
9,01/10/13,11296,"350","1","350"
9,01/10/13,11280,"30","2","60"
9,01/10/13,521,"350","3","1050"
9,01/10/13,519,"100","1","100"
9,01/10/13,8604,"28","1","28"
9,01/10/13,15655,"596","4","2384"
9,01/10/13,15662,"836.08","3","2508.24"
9,01/10/13,9524,"300","1","300"
9,01/10/13,17702,"300","1","300"
9,01/10/13,19387,"127","1","127"
9,01/10/13,7042,"99","1","99"
9,01/10/13,10344,"28","1","28"
9,01/10/13,11287,"698","2","1396"
9,01/10/13,7184,"799","1","799"
9,01/10/13,9761,"349","1","349"
10,01/11/13,5798,"686","7","4802"
10,01/11/13,5580,"6683","17","113611"
10,01/11/13,5796,"1495","5","7475"
10,01/11/13,3662,"4654","12","55848"
10,01/11/13,3307,"597","3","1791"
10,01/11/13,3140,"46254","48","2220192"
10,01/11/13,4107,"16575","58","961350"
10,01/11/13,6086,"50135","131","6567685"
10,01/11/13,5274,"12932","9","116388"
10,01/11/13,6457,"108981.07","110","11987917.7"
10,01/11/13,3313,"14382","18","258876"
10,01/11/13,5614,"1298","1","1298"
10,01/11/13,3577,"2093","7","14651"
10,01/11/13,1531,"13473","22","296406"
10,01/11/13,22073,"17127","36","616572"
10,01/11/13,5511,"30455","113","3441415"
10,01/11/13,13602,"1090","10","10900"
10,01/11/13,14093,"447","3","1341"
10,01/11/13,14104,"1393","7","9751"
10,01/11/13,19340,"5438.07","13","70694.91"
10,01/11/13,2129,"6877","23","158171"
10,01/11/13,16764,"40","1","40"
10,01/11/13,804,"5952","27","160704"
10,01/11/13,18815,"1043","7","7301"
10,01/11/13,19404,"10794","6","64764"
10,01/11/13,9883,"796","4","3184"
10,01/11/13,10309,"3856","10","38560"
10,01/11/13,4718,"248","1","248"
10,01/11/13,18154,"3910.02","10","39100.2"
10,01/11/13,1717,"2990","10","29900"
10,01/11/13,16455,"32589","48","1564272"
10,01/11/13,17808,"3121.55","21","65552.55"
10,01/11/13,2535,"6245","5","31225"
10,01/11/13,11691,"1639","11","18029"
10,01/11/13,11235,"399","1","399"
10,01/11/13,11813,"253431","102","25849962"
10,01/11/13,11655,"85957","43","3696151"
10,01/11/13,16512,"4175","29","121075"
10,01/11/13,16587,"2751","20","55020"
10,01/11/13,17436,"7091","22","156002"
10,01/11/13,17982,"6018","45","270810"
10,01/11/13,16993,"2533","17","43061"
10,01/11/13,16971,"1181.05","4","4724.2"
10,01/11/13,16934,"1990","10","19900"
10,01/11/13,16623,"1490","10","14900"
10,01/11/13,14406,"1592","8","12736"
10,01/11/13,14429,"7379","25","184475"
10,01/11/13,13818,"999","1","999"
10,01/11/13,13999,"745","5","3725"
